agv39,azc81,bdb223,bsj154,bwr202,drs203,eno150,hgo132,jem139,mbd135,nby169,nfb200,npo218,ofz208,qmj73,rgm35,rva241,wdb83,yfm28
0.386990357,0.219277351,0.474693998,0.681039338,0.770999274,1,0.690939218,0.953640237,0.778205814,0.004260394,0.80108574,0.493089862,0.081597655,0.214265044,0.730145052,0.418495342,0.982041423,0.53370573,0.968248547
0.563293487,0.507573674,0.159987284,0.201796817,0.263851326,0.704637195,0.248880553,0.711646748,0.290870608,0.465339466,0.061785437,0.230720353,0.355664617,0.020310807,0.671664543,0.229827684,0.675502259,0.334860636,0.641265642
0.220324756,0.363534656,0.820755623,0.298875808,0.360140037,1,0.478084006,0.913307271,0.29061666,0.316570197,0.794897955,0.101823344,0.325026696,0.407715816,0.360544485,0.805171111,0.977894453,0.352206022,0.522167899
0.60145446,0.620626708,0.65684498,0.549172724,0.518300556,0.218626299,0.453513964,0.151780804,0.504209741,0.232861083,0.36422443,0.542857236,0.206595345,0.616503141,0.752831738,0.950983141,0.201368282,0.398391096,0.220368465
0.906552665,0.761794857,0.284270929,0.129014877,0.230067213,0.669343982,0.108025261,0.655688007,0.086579415,0.216350916,0.490852547,0.373252321,0.176387275,0.563575517,0.930606879,0.702385402,0.684461094,0.287221261,0.655312607
0.691573637,0.381214818,0.532739136,0.22537165,0.22437381,0.580322532,0.481104422,0.529363397,0.398290473,0.443102681,0.574600509,0.613163571,0.74755638,0.393826982,0.971528503,0.646781791,0.694906958,0.33604935,0.285259075
0.086135992,0.779265092,0.365447571,0.363511386,0.381503256,0.914354969,0.16558273,0.893231981,0.105340376,0.254446513,0.746033567,0.790312643,0.483109281,0.40762289,0.361429301,0.434474137,0.896120639,0.356865489,0.867469441
0.200269432,0.046704059,0.590247903,0.415488552,0.511116278,0.75983712,0.004203197,0.781902484,0,0.487380679,0.18744876,0.034460445,0.701291505,0.996268754,0.34146517,0.325769686,0.806709304,0.467135736,0.159052734
0.926817066,0.888575073,0.351462828,0.756690636,0.777174817,0.951828976,0.092863636,0.887452864,0.154415305,0.828471827,0.185980068,0.022475354,0.084094407,0.579487859,0.944226359,0.744694823,0.921533322,0.765904615,0.13706975
0.317035447,0.840784467,0.44199863,0.33642793,0.184559009,0.820947242,0.732265285,0.848603997,0.841369941,0.886478528,0.039728649,0.153334375,0.330968411,0.820059952,0.950300671,0.990744488,0.898678045,0.241395752,0.990223105
0.662570558,0.809479433,0.321443045,0.454681312,0.512280555,0.232756082,0.842989817,0.23292078,0.825006114,0.355476528,0.109935218,0.786344784,0.96409865,0.011115271,0.884795006,0.240387255,0.278915579,0.616656723,0.853131804
0.863566474,0.46782065,0.732352155,0.73090088,0.933543674,0.173986566,0.335770338,0.400718419,0.34356759,0.057318796,0.88287575,0.39911472,0.861850783,0.030369291,0.308953647,0.605526039,0.310149533,0.845884597,0.159366593
0.785875384,0.273983273,0.368854916,0.025804282,0.149927848,0.583161198,0.144308415,0.484330017,0.099293709,0.634486712,0.417392469,0.723218644,0.343142583,0.587307845,0.758458728,0.631114059,0.570308425,0.096637711,0.162958817
0.138093664,0.612929839,0.71551273,0.51626058,0.403608444,0.830968492,0.052867989,0.878300294,0.060241081,0.715931897,0.797423281,0.641014966,0.336948585,0.589809859,0.399683437,0.635852336,0.79541104,0.299922222,0.333456761
0.965268686,0.136665036,0.574214392,0.770749058,0.883049469,0.119017812,0.562663277,0.008384726,0.532780191,0.603494626,0.368445764,0.821763125,0.401200423,0.620552063,0.033216473,0.54647028,0.00417657,0.899242643,0.924090003
0.074955555,0.430498293,0.177810931,0.493959034,0.55653309,0.448658343,0.148343519,0.651418462,0.196327813,0.054305209,0.447677076,0.174414861,0.636500246,0.627626344,0.700499522,0.005412231,0.510866552,0.58644854,0.511482568
0.421912081,0.923880166,0.558217891,0.064447293,0.075691393,0.054669091,0.657339464,0.208022258,0.540213375,0.790871233,0.51572188,0.870431722,0.113361473,0.652161131,0.794767245,0.891854803,0.238028391,0.057203544,0.303279192
0.254156089,0.072027588,0.699485736,0.513411191,0.417421752,0.674082132,0.207975885,0.630654063,0.017908907,0.307897977,0.595210895,0.225378758,0.557920923,0.841954808,0.390441651,0.548908446,0.717711251,0.46180415,0.766195476
0.861835481,0.729732038,0.57985737,0.297860197,0.388227501,0.887887731,0.160577024,1,0.144849251,0.274905115,0.132791188,0.946373044,0.876140714,0.040135816,0.392515271,0.20492508,0.942691751,0.528388403,0.165630487
0.158136154,0.812886849,0.835425398,0.186906021,0.161858315,0.887033732,0.993036071,0.98133643,1,0.95559436,0.107092737,0.827525195,0.565942359,0.241801956,0.206427316,0.583760138,0.929848664,0.079224824,0.119863927
0.062399731,0.493276378,0.022910478,0.158317103,0.095156115,0.111536203,0.074583205,0,0.190122454,0.211886248,0.85541263,0.874749167,0.333351997,0.418392143,0.293709663,0.667582374,0.058414363,0.123236016,0.387566954
0.792988734,0.616838556,0.361290984,0.095589942,0.004598674,0.853410202,0.893443543,1,0.881964271,0.411533246,0.120784598,0.083718431,0.912180664,0.401825443,0.93665023,0.877801669,0.86362839,0.037289068,0.625513596
0.465313976,0.316422334,0.920898473,0.805047642,0.802136822,0.186999567,0.75065521,0.228060111,0.746548092,0.722125736,0.133084687,0.194047412,0.143762403,0.620936119,0.55528035,0.453611364,0.16943214,0.803964714,0.669485606
0.956658561,0.016625641,0.93913661,0.888519007,0.933917521,0.095115416,0.843210158,0.076471862,0.78853525,0.242562477,0.007318114,0.239327082,0.967612661,0.664368011,0.995470389,0.193178346,0.087728677,0.952558462,0.030173435
0.590628569,0.763395286,0.644371474,0.460579684,0.556122766,0.258351542,0.288583757,0.416892201,0.360511706,0.907586619,0.041613653,0.26467228,0.125229107,0.556496127,0.862884138,0.805274441,0.414896555,0.648942357,0.955742667
0.637980561,0.378530111,0.241592253,0.873778562,0.73658285,0.307940574,0.577273245,0.081627231,0.782405471,0.335957662,0.12965471,0.744945471,0.855462921,0.587555358,0.71326411,0.529529689,0.203324741,0.727959015,0.290111989
0.190942661,0.309826369,0.594379264,0.451745662,0.393991215,0.837933727,0.565975694,0.759477971,0.6604552,0.780931763,0.006766622,0.952619066,0.986479433,0.822456918,0.181554379,0.038332928,0.6745195,0.363723214,0.380253952
0.328231672,0.937626454,0.412428332,0.449825899,0.484259801,0,0.712092555,0.123487293,0.767892202,0.14176245,0.245065229,0.32484239,0.882358839,0.289901927,0.977698158,0.984885963,0.107319697,0.41380161,0.66182214
0.282373448,0.902721425,0.951280595,0.648107653,0.616323994,0.243233875,0.632211906,0.020741707,0.667377165,0.630934664,0.069348522,0.641294056,0.64028582,0.229791394,0.103137717,0.804244238,0.00259412,0.334375237,0.072739892
0.506281522,0.831533231,0.844925582,0.748485892,0.667450993,0.391093309,0.649618347,0.53509163,0.563942941,0.303242696,0.931638792,0.342814564,0.296329572,0.193045893,0.652758149,0.121377363,0.365050276,0.612268852,0.772690917
0.603490888,0.692450807,0.239092531,0.607813156,0.534752417,0.832085042,0.496467781,0.73970538,0.568504016,0.983785144,0.225130775,0.25005864,0.996511011,0.492365929,0.523018046,0.419121698,0.878961111,0.436025892,0.047720459
0.872672321,0.369492917,0.224721324,0.823913919,0.681513456,0.001678929,0.16784194,0.185780383,0.131726189,0.398188904,0.63153426,0.239881742,0.049291781,0.730227273,0.292324608,0.942749859,0.016381853,0.653316211,0.575572794
0.535485959,0.345819971,0.794477408,0.130259537,0.149224466,0.165137544,0.857669147,0.382664925,0.76226373,0.522448694,0.168729177,0.37408219,0.918009581,0.497177664,0.030180448,0.789784137,0.355386879,0.154257078,0.756039526
0.551981586,0.81403153,0.933263688,0.73581103,0.791697144,0.285400406,0.439372882,0.156304899,0.563514916,0.62291357,0.190877464,0.836018222,0.08668045,0.086306028,0.213038133,0.959285042,0.210924574,0.738264091,0.373907774
0.819605309,0.058009285,0.481601814,0.667610712,0.664065232,0.111256613,0.801994656,0.042214066,0.612012426,0.182713459,0.360169902,0.176055008,0.486629834,0.551965328,0.529244969,0.690233152,0.105171167,0.671764483,0.237748977
0.181483886,0.872017735,0.613983939,0.131223359,0.242484959,0.335779515,0.85876754,0.439164245,0.848633218,0.744459738,0.667000917,0.471462529,0.403057974,0.03444419,0.731902069,0.878848759,0.319906951,0.168304745,0.308080156
0.503092842,0.327051203,0.000439053,0.711954325,0.768006652,0.20477646,0.723031917,0.300736977,0.852135839,0.096527184,0.860961602,0.51811851,0.69507757,0.881214611,0.46819593,0.724426149,0.348330529,0.795962404,0.71146754
0.474102043,0.692158339,0.989272084,0.941032225,0.955113822,0.10336281,0.455607929,0,0.581088985,0.77367106,0.47087536,0.483424039,0.771984315,0.724593395,0.749187788,0.56212436,0.016862463,1,0.606337327
0.399731822,0.111487837,0.995917368,0,0.041882181,0.710123913,0.588785834,0.786142958,0.748487313,0.471600993,0.13473114,0.180815294,0.420482616,0.851839075,0.897956331,0.446063765,0.549845093,0.075058304,0.381339794
0.925470147,0.537224374,0.429149842,0,0.053811967,0.320543033,0.29152616,0.218427212,0.321214057,0.414960893,0.836419081,0.137561119,0.8713865,0.087409329,0.678063033,0.236955107,0.344465336,0.110003276,0.481474708
0.21221913,0.90079845,0.387626327,0.187989256,0.201208978,0.720586395,0.449953114,0.807098197,0.433510741,0.442535043,0.565779109,0.563729548,0.690336492,0.923859516,0.54666472,0.864953467,0.742295482,0.213994973,0.640154368
0.133394831,0.998665094,0.679084294,0.203266523,0.104572015,0.49357652,0.797434645,0.470547183,0.861816616,0.07652781,0.712494178,0.562643574,0.449952052,0.967355142,0.534055442,0.602316377,0.484887275,0.07312631,0.429682704
0.532465034,0.070137053,0.899891821,0.798914693,0.937924894,0.462918154,0.239853677,0.659911815,0.270940232,0.146042004,0.834968336,0.923014197,0.978778595,0.891316293,0.579666576,0.690852826,0.490981454,0.817547148,0.990322257
0.474803057,0.440972093,0.812875822,0.189556528,0.284692364,0,0.770940465,0,0.663437013,0.227410914,0.719433249,0.529992154,0.712802814,0.360932273,0.401983286,0.9655595,0.049802427,0.361176932,0.572483267
0.785880533,0.180580664,0.547381824,0.700250231,0.752255928,0.329016641,0.705055974,0.099481543,0.560305042,0.210711235,0.304982933,0.238671013,0.599754303,0.69226492,0.137898506,0.988007179,0.29890525,0.778704143,0.217159077
0.800964663,0.746787185,0.890987642,0.796132466,0.723920095,0.589822229,0.116961081,0.607236709,0.074573034,0.062121203,0.821770656,0.98797337,0.643312388,0.407588783,0.447909601,0.528498617,0.474561918,0.590589549,0.310578457
0.461077922,0.785821058,0.244518119,0.20117359,0.077469503,0.819322721,0.748413315,0.617618578,0.960664834,0.438873811,0.489298649,0.407643767,0.518531188,0.191701767,0.206977787,0.385090192,0.874367233,0.139279129,0.412842708
0.563694735,0.754715455,0.330086142,0.00551248,0.126410699,0,0.521142951,0.109954618,0.363986544,0.464854472,0.600681146,0.857497279,0.699800681,0.232920813,0.720211729,0.818881437,0.140862552,0.224579269,0.230163629
0.883162228,0.003604611,0.815097146,0.828801459,0.860712328,0.03078355,0.049619147,0,0.151986987,0.880072861,0.119632785,0.984530683,0.123361918,0.699611539,0.854330068,0.538595201,0.012135738,1,0.667631674
0.702964226,0.011796165,0.233476092,0.819728818,0.935015308,0.469378342,0.931905549,0.579679394,0.917436929,0.1369385,0.408043149,0.880180287,0.912119633,0.08398743,0.154327893,0.628094064,0.52416594,1,0.170283777
0.767822923,0.639974589,0.30053843,0.820800248,0.670451976,0.619761133,0.341374302,0.761512822,0.258307339,0.606028461,0.159382026,0.110252722,0.000614853,0.69508731,0.750880201,0.179014263,0.752404015,0.83389386,0.663041228
0.367683307,0.523103065,0.341053931,0.442273349,0.51602502,0.405227308,0.411269716,0.292677114,0.321584653,0.755090024,0.212854149,0.215358049,0.83393232,0.214578071,0.815464761,0.521109455,0.392081068,0.610743407,0.50395555
0.411442626,0.569747493,0.296366626,0.758554929,0.798357199,1,0.275278862,1,0.356600481,0.506953202,0.058577447,0.396645862,0.948655798,0.732417407,0.443877179,0.82650577,0.921717136,0.854326019,0.131461223
0.41669573,0.530013525,0.551659852,0.021428837,0.081743912,1,0.09541402,0.930107257,0.105125865,0.819858646,0.081073264,0.902297975,0.906207116,0.830885565,0.41652185,0.824732354,0.905433583,0.117752519,0.182593382
0.425215061,0.780937623,0.481026167,0.738259837,0.809455813,0.37338893,0.135587081,0.376225563,0.092215126,0.955146971,0.378098026,0.281649178,0.148321128,0.065740517,0.287796989,0.753682807,0.381571129,0.721558377,0.250978899
0.554085496,0.218762941,0.296071305,0.845754477,0.90292345,0.32808004,0.363278288,0.270943199,0.521726028,0.76466572,0.382102446,0.180746078,0.390501772,0.561981331,0.974652672,0.221847262,0.24935351,0.898129974,0.27701551
0.738104886,0.566667277,0.259822651,0.680684096,0.767582303,0.929948101,0.698190785,0.905654934,0.856801773,0.850210925,0.654861061,0.765253412,0.154398207,0.194253841,0.09082488,0.070323283,0.854217307,0.614937692,0.471917871
0.538703934,0.244783808,0.768279773,0.478302718,0.491744921,0,0.113681589,0,0.201826517,0.551089932,0.397797711,0.787981238,0.489849763,0.155861164,0.431445734,0.646789681,0.004410826,0.375141668,0.394590262
0.058420948,0.187802632,0.105423957,0.987917518,0.984859985,0.164284031,0.712766058,0.393090632,0.634673753,0.725978179,0.404143765,0.759504344,0.30274576,0.667492975,0.198891234,0.160782213,0.231048657,0.98638531,0.621821238
0.608037677,0.942753451,0.612330957,0.187937488,0.004145219,0.092985748,0.615309916,0.135064024,0.417502647,0.572533654,0.316922983,0.755941678,0.35582208,0.802740717,0.201745423,0.981143368,0.117428156,0,0.922506095
0.903966525,0.021004252,0.492031472,0.11222914,0.183021217,0.871824911,0.230551108,0.626868897,0.155050217,0.031181466,0.863227853,0.582870949,0.005889784,0.263909102,0.755633597,0.734689401,0.703491801,0.109977505,0.256575415
0.475984369,0.290218176,0.227691359,0.619948969,0.6048088,0.264146754,0.423293023,0.153462733,0.476275882,0.977485391,0.921517199,0.18073857,0.86527891,0.110783579,0.47834004,0.691609651,0.207777901,0.553485439,0.093032354
0.505767622,0.426143447,0.957070516,0.01342438,0.213953462,0.213389754,0.430959318,0.355414362,0.373923496,0.274343095,0.793843609,0.692374573,0.857777769,0.876113153,0.107861768,0.029720834,0.3249079,0.087794882,0.055627778
0.221135389,0.214947496,0.34253283,1,0.861374037,0.5995398,0.057025214,0.702014394,0.20567313,0.700042559,0.697264639,0.009062332,0.066906815,0.69856181,0.760250159,0.719428708,0.726340534,0.783292191,0.390412128
0.958324225,0.754052766,0.553631995,0.979098086,0.98185886,0.942580825,0.857520079,0.969291769,0.874433298,0.39502377,0.087503604,0.060373819,0.076473849,0.94221437,0.915522615,0.259359167,0.945427008,0.850716325,0.862350386
0.470646455,0.75029603,0.446106857,0.201185841,0.190846842,0.36022217,0.869561389,0.373083798,0.840897344,0.782792161,0.650765586,0.511827883,0.913296072,0.668434715,0.330998137,0.494889754,0.41938072,0.250422743,0.057823582
0.103052576,0.131493305,0.267245796,0.678257954,0.556364998,0.353561863,0.314748141,0.238683988,0.217099888,0.42450993,0.281591574,0.707930839,0.061584673,0.205624147,0.334860677,0.090471656,0.186262135,0.521687943,0.786492963
0.214836015,0.804959049,0.627744153,0.203269954,0.241058587,0,0.842426462,0.054249878,0.81267155,0.549179348,0.168749917,0.213152058,0.770783416,0.825949774,0.908798303,0.703551558,0.066087019,0.196009064,0.232190874
0.277638489,0.685145826,0.583308054,0.594687627,0.610167934,0.763490672,0.638201377,0.79772532,0.732637872,0.65911317,0.979445744,0.862849988,0.43310566,0.257984106,0.740668977,0.91055458,0.781695359,0.567572432,0.110733625
0.692870647,0.216838574,0.453196953,0.408643799,0.185155885,0.545104373,0.152591694,0.300539507,0,0.414012416,0.50714844,0.551590481,0.050964381,0.918651772,0.611750172,0.196895694,0.345008868,0.262095882,0.937027597
0.939904621,0.711722167,0.736461725,0.303926985,0.317702523,0.782269711,0.320908843,0.822612479,0.341750837,0.823223662,0.959631192,0.740296435,0.994381486,0.756417657,0.266992164,0.691795849,0.815332959,0.366678108,0.141606599
0.911308149,0.522379652,0.763573721,0.727297003,0.811420124,0.359551102,0.473466762,0.360716942,0.531278095,0.358442763,0.274364024,0.48839796,0.993517847,0.580801914,0.607375625,0.208485704,0.478531637,0.915044459,0.42985766
0.486077942,0.50002049,0.38585422,0.174691679,0.041059738,0.532948186,0.653772751,0.738537399,0.667702877,0.525408606,0.275029376,0.756409547,0.704991714,0.150096425,0.263048237,0.903818109,0.666358848,0.174732905,0.285987332
0.716441957,0.659345889,0.274023053,0.801354943,0.795703443,0.678240218,0.540854447,0.908889319,0.589108643,0.58432437,0.862335785,0.542503523,0.517932356,0.488772681,0.109425018,0.526732442,0.765513969,0.825515591,0.843170484
0.569611448,0.321218779,0.24852579,0.345006859,0.343713737,0.854644146,0.529308978,0.856676793,0.27297767,0.743106501,0.766140958,0.188891305,0.550282749,0.087634212,0.320988784,0.036435342,0.910288198,0.190805921,0.327191063
0.052500917,0.90348736,0.410268443,0.355612456,0.243291622,0.542697506,0.554878607,0.54890489,0.469372086,0.174765807,0.749254942,0.963868058,0.689422861,0.704167199,0.409465242,0.258993564,0.58459515,0.178310634,0.096040616
0.665914256,0.882822638,0.289520945,0.248382927,0.14905473,0.466737191,0.872719791,0.398613259,0.860818103,0.202006279,0.204304202,0.509533777,0.875721088,0.07565621,0.167581736,0.495704811,0.399386789,0,0.181854328
0.399152889,0.26267257,0.846801566,0.306163107,0.334626846,0.641482646,0.860970822,0.598188392,0.871639457,0.784466797,0.143217863,0.715410489,0.308582335,0.128696493,0.915912298,0.710118241,0.555310946,0.452909991,0.579011019
0.749328055,0.939948478,0.528222842,0.326529914,0.531549833,0.998031223,0.452822197,0.995994565,0.409391253,0.604075026,0.066335834,0.777997672,0.495571941,0.425572598,0.953601412,0.79385169,0.982015242,0.433221162,0.49838601
0.481915892,0.487766037,0.256538187,0.310582372,0.434667019,0.88797964,0.908532789,0.848195835,0.929281188,0.301613534,0.433727648,0.180045605,0.629318833,0.598600163,0.158780654,0.12653862,0.90928353,0.384030724,0.609389621
0.209488454,0.845921918,0.376798937,0.553876774,0.659276811,0.224920565,0.992246588,0.25596032,0.918303396,0.20412045,0.798011505,0.076472836,0.299352013,0.425290179,0.230225773,0.576162965,0.20494122,0.807356508,0.687973454
0.485728958,0.494513119,0.582520147,0.11031781,0.080085506,0.372651214,0.978995706,0.377078188,1,0.78015196,0.927245902,0.507201275,0.340671137,0.161048423,0.239507759,0.132126961,0.53088133,0.134033952,0.83108056
0.163364239,0.507229025,0.402239439,0.83182133,0.715820863,0.672896815,0.104725757,0.745510322,0.193818447,0.431925642,0.805824163,0.178705686,0.516632956,0.685800045,0.79685104,0.600431963,0.620736218,0.81597982,0.566389381
0.490885805,0.513380019,0.916323325,0.257458974,0.118543569,0.336209547,0.368359963,0.175624848,0.359567568,0.58498642,0.589737101,0.386594238,0.497852893,0.200343928,0.918920305,0.800264303,0.206222075,0.053774302,0.967022519
0.707130995,0.491129194,0.44883523,0.755293389,0.986687622,0.113202801,0.798390469,0.151842446,0.795158847,0.196267256,0.620448575,0.658993524,0.742478204,0.858282859,0.198587878,0.582974983,0.118159399,0.95984342,0.092564782
0.654650475,0.425754479,0.51045436,1,0.955006258,0.238325048,0.111476264,0.254036367,0.100730045,0.233601139,0.601916151,0.766983224,0.579922884,0.978313237,0.942591471,0.939263158,0.148701934,0.951965474,0.14273025
0.442460007,0.831018174,0.100947036,0.118834035,0.221598496,0.513966233,0.628244999,0.602840979,0.610001173,0.159830714,0.871424365,0.86126313,0.719972979,0.290662134,0.893409222,0.292123999,0.48752656,0.207285667,0.854398339
0.365161122,0.47535172,0.028016267,0.68768512,0.538506201,0.063569162,0.650243836,0.313600415,0.693959985,0.443977961,0.688492551,0.834849034,0.066681712,0.662575096,0.848188536,0.484828407,0.242545641,0.688325225,0.578309777
0.940321827,0.51957001,0.25286272,0.551121166,0.656183006,0.579415251,0.067669362,0.496953563,0.138300222,0.490470306,0.435789604,0.564436764,0.027947697,0.862376473,0.421573243,0.147515883,0.596362707,0.753294758,0.142390759
0.996101214,0.499038629,0.952306981,0.254945827,0.25158563,0.658683838,0.318914479,0.525784432,0.405367632,0.959214475,0.367517929,0.187513628,0.97238002,0.380028724,0.269311406,0.777425737,0.608051903,0.337703085,0.591436561
0.654257936,0.518344825,0.771163084,0.281226277,0.205373176,0.363887822,0.225533851,0.458738007,0.153356027,0.964331105,0.319956282,0.064313644,0.164871856,0.093430602,0.730425052,0.244301686,0.430363969,0.126001808,0.872175593
0.537302534,0.306130823,0.55463403,0.26700356,0.330346721,1,0.054496677,0.917073592,0.108327933,0.301049457,0.281240474,0.176464478,0.921807138,0.026615987,0.709483943,0.588252977,0.849675308,0.33659099,0.64541586
0.40160272,0.344434503,0.296320218,0.195900832,0.107214519,0.26280772,0.173562603,0.273438219,0.022442773,0.55935231,0.860227973,0.123259885,0.975524273,0.896119954,0.298894944,0.454991203,0.287712336,0.073731769,0.94124542
0.565912831,0.783820664,0.728036337,0.892277874,0.816535894,0.391390484,0.51680835,0.197765876,0.236780431,0.40421221,0.362279793,0.182409731,0.537060975,0.867738779,0.596418152,0.085252895,0.222379075,0.908574979,0.067499375
0.602357239,0.148844233,0.561582512,0.163737582,0.222033686,0.35232513,0.830380089,0.430853624,0.750180427,0.026162349,0.836396816,0.438177883,0.311137301,0.876969981,0.051056268,0.805203305,0.385177212,0.177838445,0.540718801
0.059169857,0.810015692,0.41771701,0.715935055,0.68883973,0.580280621,0.677548688,0.448072631,0.76298736,0.477818554,0.172387471,0.808199473,0.89547038,0.472638886,0.793735046,0.472235196,0.482068114,0.602140623,0.841049824
0.964154035,0.934544309,0.94406044,0.862212049,0.714578473,0.302054309,0.583420155,0.166437156,0.565201617,0.957865395,0.475972055,0.629243933,0.165711966,0.150830112,0.353618009,0.889533724,0.264462936,0.820360783,0.582070497
0.068151234,0.302257644,0.71805415,0.597707705,0.588387703,0.141236116,0.433995547,0.529132217,0.458447766,0.5175216,0.39663843,0.52238647,0.842137187,0.863131218,0.124218869,0.459506587,0.364858716,0.521771771,0.11706833
0.746287709,0.429731642,0.572868624,0.34735004,0.393755436,0.197949519,0.296178268,0.296247886,0.283038972,0.894366331,0.83078622,0.295074942,0.645497913,0.809698598,0.117981461,0.314669358,0.286608194,0.522652525,0.971050806
0.471290826,0.428919917,0.943506214,0.521528916,0.646771019,0.900869439,0.460405692,1,0.39516074,0.664451986,0.955925533,0.046439413,0.722465206,0.521666855,0.226448102,0.424466634,0.952781244,0.573840563,0.60934362
0.853598472,0.817657343,0.81030195,0.57250582,0.5765271,0.296458435,0.253118688,0.42075846,0.317815007,0.386222695,0.899792115,0.372144987,0.38191077,0.849812,0.625485022,0.956345492,0.393616446,0.465117106,0.991529516
0.14346378,0.316570906,0.890616247,0.357552526,0.251644994,0.39524494,0.750532073,0.347545546,0.801775503,0.380932374,0.699149176,0.012967331,0.396914789,0.82581593,0.395313253,0.834360547,0.394765096,0.345733532,0.098939035
0.882727036,0.995808381,0.838001676,0.318645764,0.403592628,0.801826156,0.544291165,0.804648189,0.604147218,0.075472857,0.831522727,0.267569682,0.139587414,0.41626593,0.516161832,0.790631682,0.728564465,0.406977965,0.490071172
0.680805449,0.099506652,0.57625717,0.804785056,0.916161411,0.393798149,0.052737572,0.425036142,0,0.453987781,0.065624602,0.988704837,0.419273452,0.83718477,0.362717613,0.883926737,0.572921766,0.934263642,0.068698394
0.223936968,0.553698159,0.642053444,0.026099211,0.041302718,0.418370913,0.975441579,0.341042977,0.958249877,0.600674374,0.376370143,0.344543441,0.811428292,0.358878926,0.901871321,0.098855171,0.460402592,0,0.784600725
0.947481539,0.597175773,0.369703263,0.63517934,0.543779539,1,0.701027848,0.904312521,0.928145238,0.556444307,0.071879296,0.693436429,0.559468364,0.544482381,0.929505404,0.087773666,0.907415491,0.594523961,0.161639587
0.504501248,0.375786856,0.480998441,0.416285295,0.494658696,0.613665194,0.999767412,0.551471809,1,0.62282444,0.709648364,0.172373196,0.568874731,0.332738916,0.917184649,0.185234241,0.610601788,0.463340253,0.251358736
0.744625075,0.642918383,0.912656536,0.097109321,0.199149131,0.557718539,0.986218546,0.785235005,1,0.39401713,0.12763404,0.489605094,0.730915974,0.998305632,0.951410844,0.297180451,0.600473884,0.313754321,0.784343176
0.869108077,0.464918184,0.03631994,0.613200371,0.659605976,0.574328893,0.903819656,0.606540209,0.754995606,0.014220927,0.176248102,0.338060878,0.64359147,0.353476119,0.851363897,0.114353787,0.625129165,0.585464471,0.325554268
0.063843899,0.369687781,0.984441417,0.468452333,0.601260753,0.714689141,0.940423573,0.924153285,1,0.34478521,0.675895013,0.268479691,0.772617033,0.134517284,0.11578346,0.694792658,0.823163671,0.604873538,0.629046216
0.74389711,0.144502644,0.760481439,0.882422712,0.974586418,0.624814301,0.718058059,0.631184566,0.71844043,0.580177952,0.687145582,0.99764181,0.462419008,0.644276291,0.049912366,0.674701021,0.656927681,0.886230857,0.107617451
0.664944067,0.287642083,0.665145975,0.438900333,0.299921835,0.331748509,0.228171001,0.159492503,0.208769844,0.130779764,0.078857568,0.639643104,0.152946357,0.521713652,0.600991811,0.182231913,0.304493843,0.294707912,0.577594865
0.939473008,0.681037288,0.967439474,0.482548433,0.598835428,0.825020238,0.212010066,0.979686376,0.270411988,0.707381732,0.838616118,0.242645941,0.241266644,0.823418622,0.332475469,0.715641867,0.890406594,0.68675793,0.910821235
0.668770416,0.860911473,0.213596436,0.987013437,0.973316634,0.85585529,0.815598233,0.841143822,0.793707826,0.927895895,0.168985788,0.307871566,0.538877481,0.541120471,0.018782502,0.317304611,0.879348599,1,0.937061403
0.041557961,0.747008533,0.232397678,0.855834281,0.981582745,0.846348036,0.826812745,0.858689798,0.891534405,0.984638655,0.468182449,0.253849424,0.302313368,0.609229916,0.646970937,0.494498874,0.95119588,1,0.164791232
0.094646069,0.235186101,0.54932158,0.309183484,0.35970071,0.433011416,0.850788782,0.258994904,0.929712201,0.129343596,0.712998841,0.699576682,0.28281735,0.760111811,0.747107135,0.741517463,0.355595029,0.237485046,0.72407817
0.585719168,0.889911916,0.648081332,0.245475014,0.366054465,0.210494652,0.057800009,0.00266277,0,0.9145908,0.85811154,0.125076633,0.051159658,0.415643792,0.930095416,0.26825268,0.026861707,0.445071664,0.901377376
0.174684592,0.79687185,0.434654996,0.422304076,0.318473066,0.794229879,0.243924431,0.769586332,0.213837218,0.243897638,0.715166234,0.334338724,0.800527218,0.469715337,0.016260743,0.341629328,0.765740938,0.137406673,0.570161902
0.984707617,0.683773112,0.906100441,0.484874789,0.420924914,0.107786156,0.918947586,0.274167471,0.790833687,0.391861184,0.689974619,0.304147201,0.152684059,0.835116122,0.932395443,0.119094446,0.066285619,0.495124145,0.610855742
0.033651001,0.848951147,0.023947141,0.454806001,0.428029036,0.34922344,0.675087023,0.284237342,0.495601734,0.157836797,0.425933407,0.060487645,0.674513385,0.101987079,0.47154925,0.166286916,0.34245899,0.543540251,0.415760907
0.05189275,0.715101719,0.164153358,0.631789965,0.62988261,0.967512663,0.559794533,0.77225203,0.321558235,0.302550095,0.77351073,0.906224685,0.521725441,0.867640816,0.386450129,0.299803217,0.932888012,0.605675789,0.804082892
0.689857183,0.207216942,0.483822014,0.172172554,0.205154649,0.197547728,0.344038936,0.34042444,0.515141441,0.937886158,0.498286482,0.684807302,0.343838916,0.630431307,0.58124316,0.875481348,0.209359385,0.183539682,0.077317006
0.255990796,0.391103065,0.789145639,0.252928901,0.378873066,0.270423715,0.213678758,0.063949781,0.29226172,0.259966624,0.861654668,0.96916018,0.978076954,0.440836382,0.504151073,0.835878628,0.162212168,0.268135428,0.164776204
